form	lemma	POS	morph
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གོམས་པ་	གོམས་པ་	VERB
ས་	གིས་	PART
ཉམས་མྱོང་	ཉམས་མྱོང་	NOUN
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
སོན་པ་	སོན་པ་	VERB
འི་	གི་	PART
། །		PUNCT
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
བླ་མ་	བླ་མ་	NOUN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
འདེབས་	འདེབས་	VERB
། །		PUNCT
ཚེ་རབས་	ཚེ་རབས་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
འཛིན་པ་	འཛིན་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
སྐལ་ལྡན་	སྐལ་ལྡན་	ADJ
སློབ་	སློབ་	VERB
ཚོགས་	ཚོགས་	NOUN
སྣང་	སྣང་	VERB
བཞི་	བཞི་	NUM
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
ན་	ནས་	PART
། །		PUNCT
འབྲེལ་	འབྲེལ་	VERB
ཚད་	ཚད་	NOUN
པདྨོ་		NON_WORD
བཀོད་པ་	བཀོད་པ་	VERB
འི་	གི་	PART
ཞིང་	ཅིང་	PART
དུ་	ལ་	PART
དྲོངས་	དྲོངས་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
སྐལ་ལྡན་	སྐལ་ལྡན་	ADJ
སློབ་མ་	སློབ་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
རིན་ཆེན་	རིན་ཆེན་	OTHER
གཉིས་པ་	གཉིས་པ་	NUM
དང་	དང་	NO_POS
བཀྲ་ཤིས་པ་	བཀྲ་ཤིས་པ་	NOUN
འི་	གི་	PART
ལྷ་རེག་	ལྷ་རེག་	NO_POS
བཅའ་	བཅའ་	VERB
བསྐུལ་	བསྐུལ་	VERB
ངོ་	ངོ་	PART
ར་	ལ་	PART
མི་	མི་	PART
ལྡོག་	ལྡོག་	VERB
ཙམ་	ཙམ་	DET
དུ་	ལ་	PART
རང་ཉིད་	རང་ཉིད་	OTHER
ཀྱིས་	གིས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
འོ་	གོ་	PART
"།།
༈"		PUNCT
བླ་མ་	བླ་མ་	NOUN
རྒྱང་འབོད་	རྒྱང་འབོད་	OTHER
"།
༄༅།།"		PUNCT
དུས་གསུམ་	དུས་གསུམ་	OTHER
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
སྤྱི་གཟུགས་	སྤྱི་གཟུགས་	OTHER
། །		PUNCT
སྐྱབས་གནས་	སྐྱབས་གནས་	NOUN
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
། །		PUNCT
མཁྱེན་བརྩེ་	མཁྱེན་བརྩེ་	PROPN
ནུས་	ནུས་	VERB
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཡི་	གི་	PART
ཁྱབ་བདག་	ཁྱབ་བདག་	OTHER
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
དཔའ་བོ་	དཔའ་བོ་	NOUN
། །		PUNCT
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
ཀུན་	ཀུན་	DET
འདུ་	འདུ་	VERB
ཀྱི་	གི་	PART
རྗེ་བོ་	རྗེ་བོ་	NOUN
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
ཁུར་ཆེན་	ཁུར་ཆེན་	NO_POS
གྱི་	གི་	PART
ཤིང་རྟ་	ཤིང་རྟ་	NOUN
། །		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
དུང་	དུང་	NOUN
སྤྲུག་	སྤྲུག་	VERB
གི་	གི་	PART
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
། །		PUNCT
མ་རིག་	མ་རིག་	NOUN
མུན་སེལ་	མུན་སེལ་	NOUN
གྱི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
བསླབ་	བསླབ་	VERB
གསུམ་	གསུམ་	NUM
རྣམ་དག་	རྣམ་དག་	ADJ
གི་	གི་	PART
སྡོང་པོ་	སྡོང་པོ་	NOUN
། །		PUNCT
དགོས་འདོད་	དགོས་འདོད་	NOUN
ཀུན་འབྱུང་	ཀུན་འབྱུང་	NOUN
གི་	གི་	PART
ནོར་བུ་	ནོར་བུ་	NOUN
། །		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
མཚོ་	མཚོ་	NOUN
སྐེམ་	སྐེམ་	NO_POS
གྱི་	གི་	PART
ཉི་མ་	ཉི་མ་	NOUN
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
དུག་	དུག་	NOUN
ལྔ་	ལྔ་	NUM
ཡི་	གིས་	PART
གདུང་བ་	གདུང་བ་	VERB
འི་	གི་	PART
། །		PUNCT
འབར་བ་	འབར་བ་	VERB
འི་	གི་	PART
མེ་	མེ་	NOUN
ཆེན་	ཆེན་	NO_POS
རང་	རང་	PRON
མཆེད་	མཆེད་	NOUN
དུས་	དུས་	NOUN
། །		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
བསིལ་	བསིལ་	NO_POS
རྡུལ་	རྡུལ་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
འབེབས་པ་	འབེབས་པ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
ལྷ་	ལྷ་	NOUN
སྔགས་	སྔགས་	NOUN
ཏིང་འཛིན་	ཏིང་འཛིན་	NOUN
གྱི་	གི་	PART
ལམ་	གམ་	PART
ལ་	ལ་	PART
། །		PUNCT
ཨ་འཐས་	ཨ་འཐས་	NO_POS
ཞེན་འཛིན་	ཞེན་འཛིན་	NO_POS
གྱིས་	གིས་	PART
བཅིངས་	བཅིངས་	VERB
ཚེ་	ཚེ་	NOUN
། །		PUNCT
སྣང་སྟོང་	སྣང་སྟོང་	NO_POS
འཛིན་	འཛིན་	VERB
བྲལ་	བྲལ་	VERB
དུ་	ལ་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
ཀ་དག་	ཀ་དག་	OTHER
ཁྲེགས་ཆོད་	ཁྲེགས་ཆོད་	NO_POS
ཀྱི་	གི་	PART
ལྟ་བ་	ལྟ་བ་	VERB
། །		PUNCT
བསམ་	བསམ་	NOUN
གཟུགས་	གཟུགས་	NOUN
སྟོང་	སྟོང་	NUM
ཞེན་	ཞེན་	VERB
གྱིས་	གིས་	PART
སྒྲིབ་	སྒྲིབ་	NOUN
ཚེ་	ཚེ་	NOUN
། །		PUNCT
གཅེ་	གཅེ་	NO_POS
ར་	ལ་	PART
མཐོང་	མཐོང་	VERB
རང་གྲོལ་	རང་གྲོལ་	NOUN
དུ་	ལ་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
ལྷུན་གྲུབ་	ལྷུན་གྲུབ་	OTHER
ཐོད་རྒལ་	ཐོད་རྒལ་	OTHER
གྱི་	གི་	PART
སྒོམ་པ་	སྒོམ་པ་	VERB
། །		PUNCT
གཉིས་	གཉིས་	NUM
སྣང་ཞེན་	སྣང་ཞེན་	NOUN
རྟོག་	རྟོག་	VERB
གིས་	གིས་	PART
བཅིངས་	བཅིངས་	VERB
ཚེ་	ཚེ་	NOUN
། །		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
རང་སྣང་	རང་སྣང་	NO_POS
དུ་	ལ་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
མ་	མ་	PART
འགག་	འགག་	VERB
ས་	གིས་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
ཡི་	གི་	PART
ལམ་འཁྱེར་	ལམ་འཁྱེར་	OTHER
། །		PUNCT
རྣམ་གཡེང་	རྣམ་གཡེང་	NOUN
བདུད་	བདུད་	NOUN
ཀྱིས་	གིས་	PART
བ་	བ་	NOUN
བཅད་	བཅད་	VERB
ན་	ལ་	PART
། །		PUNCT
ཡེ་	ཡེ་	ADV
གདལ་	གདལ་	NO_POS
གཉུག་	གཉུག་	NO_POS
མ་	མ་	PART
རུ་	ལ་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
ཚེ་	ཚེ་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
དབེན་པ་	དབེན་པ་	VERB
རུ་	ལ་	PART
རྩེ་གཅིག་	རྩེ་གཅིག་	ADJ
།		PUNCT
གཞི་	གཞི་	NOUN
ལམ་	གམ་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཡི་	གི་	PART
ཉམས་ལེན་	ཉམས་ལེན་	NOUN
། །		PUNCT
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
འོད་	འོད་	NOUN
སྐུ་	སྐུ་	NOUN
རུ་	ལ་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
གཞི་	གཞི་	NOUN
ཀློང་	ཀློང་	NOUN
དུ་མ་	དུ་མ་	ADJ
གྱུར་	གྱུར་	VERB
། །		PUNCT
བར་དོ་	བར་དོ་	NOUN
ར་	ལ་	PART
སྒྱུ་ལུས་	སྒྱུ་ལུས་	NOUN
དག་	དག་	DET
འཇིག་	འཇིག་	VERB
ཚེ་	ཚེ་	NOUN
། །		PUNCT
ན་ཚ་	ན་ཚ་	NOUN
རོ་	རོ་	NOUN
སྙོམས་	སྙོམས་	VERB
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
འཆི་བ་	འཆི་བ་	VERB
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
ཡི་	གི་	PART
བར་དོ་	བར་དོ་	NOUN
། །		PUNCT
སྣང་	སྣང་	VERB
མཆེད་	མཆེད་	NOUN
ཐོབ་	ཐོབ་	VERB
གསུམ་	གསུམ་	NUM
ཀུན་	ཀུན་	DET
ཐིམ་	ཐིམ་	NO_POS
དུས་	དུས་	NOUN
། །		PUNCT
འོད་གསལ་	འོད་གསལ་	NOUN
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
རུ་	ལ་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
ལྷུན་གྲུབ་	ལྷུན་གྲུབ་	OTHER
ཀྱི་	གི་	PART
བར་དོ་	བར་དོ་	NOUN
། །		PUNCT
འཇིགས་རུང་	འཇིགས་རུང་	NO_POS
ཞི་	ཞི་	VERB
ཁྲོ་	ཁྲོ་	VERB
ཡི་	གི་	PART
འཆར་	འཆར་	NO_POS
ཆ་	ཆ་	NOUN
། །		PUNCT
རང་སྣང་	རང་སྣང་	NO_POS
ལོངས་སྐུ་	ལོངས་སྐུ་	NOUN
རུ་	ལ་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
དབུགས་དབྱུང་	དབུགས་དབྱུང་	NO_POS
སྲིད་པ་	སྲིད་པ་	VERB
ཡི་	གི་	PART
བར་དོ་	བར་དོ་	NOUN
། །		PUNCT
མ་	མ་	PART
དག་	དག་	DET
འཁྲུལ་སྣང་	འཁྲུལ་སྣང་	OTHER
གིས་	གིས་	PART
གཡེང་	གཡེང་	VERB
དུས་	དུས་	NOUN
། །		PUNCT
སྤྲུལ་སྐུ་	སྤྲུལ་སྐུ་	NOUN
འི་	གི་	PART
ཞིང་མཆོག་	ཞིང་མཆོག་	OTHER
ཏུ་	ལ་	PART
འདྲེན་པ་	འདྲེན་པ་	VERB
ར་	ལ་	PART
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
རང་	རང་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
གདུང་དབྱངས་	གདུང་དབྱངས་	NOUN
འོ་དོད་	འོ་དོད་	INTJ
ཀྱི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
ཡི་	གིས་	PART
། །		PUNCT
རྩེ་གཅིག་	རྩེ་གཅིག་	ADJ
གསོལ་བ་	གསོལ་བ་	VERB
རང་	རང་	PRON
འདེབས་	འདེབས་	VERB
སོ་	གོ་	PART
། །		PUNCT
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ས་	གིས་	PART
གཡེལ་	གཡེལ་	NO_POS
མེད་	མེད་	VERB
དུ་	ལ་	PART
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
། །		PUNCT
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
ཆ་	ཆ་	NOUN
ར་	ལ་	PART
ཆེན་	ཆེན་	NO_POS
རང་	རང་	PRON
ཕོབ་	ཕོབ་	VERB
ཅིག་	ཅིག་	PART
། ༈ །		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
བཀའ་	བཀའ་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
། །		PUNCT
ཡོངས་འདུ་	ཡོངས་འདུ་	OTHER
ས་	གིས་	PART
ཡིད་བཞིན་	ཡིད་བཞིན་	OTHER
གྱི་	གི་	PART
ནོར་བུ་	ནོར་བུ་	NOUN
། །		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
ཁྱེད་	ཁྱེད་	PRON
མཁྱེན་	མཁྱེན་	VERB
ནོ་	གོ་	PART
། །		PUNCT
མཆོག་	མཆོག་	ADJ
ཐུན་	ཐུན་	NOUN
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
ཀུན་	ཀུན་	DET
སྩོལ་	སྩོལ་	VERB
ཅིག་	ཅིག་	PART
།		PUNCT
ཅེས་པ་	ཅེས་པ་	PART
འང་	ཀྱང་	PART
ཚིགས་བཅད་	ཚིགས་བཅད་	NOUN
ཆ་ཤས་	ཆ་ཤས་	NOUN
མ་གཏོགས་	མ་གཏོགས་	NO_POS
བླ་མ་	བླ་མ་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
མུན་སེལ་	མུན་སེལ་	NOUN
ན་	ནས་	PART
མཛད་པ་	མཛད་པ་	VERB
འོ་	གོ་	PART
"།།
༈"		PUNCT
ཐོལ་	ཐོལ་	ADV
བྱུང་	བྱུང་	VERB
ཞབས་བརྟན་	ཞབས་བརྟན་	OTHER
སྨོན་ལམ་	སྨོན་ལམ་	NOUN
"།
༄༅། །"		PUNCT
ད་ལྟ་	ད་ལྟ་	OTHER
འི་	གི་	PART
ཤེས་རིག་	ཤེས་རིག་	NOUN
མ་	མ་	PART
འགག་	འགག་	VERB
ས་	གིས་	PART
ས་ལེ་བ་	ས་ལེ་བ་	ADV
། །		PUNCT
མགོན་པོ་	མགོན་པོ་	NOUN
ཚེ་	ཚེ་	NOUN
དཔག་མེད་པ་	དཔག་མེད་པ་	ADJ
དེ་	སྟེ་	PART
ཀ་	ཀ་	DET
འོ་	གོ་	PART
། །		PUNCT
ཅིར་	ཅིར་	NO_POS
ཡང་	ཀྱང་	PART
མ་	མ་	PART
གྲུབ་	གྲུབ་	VERB
སྟོང་	སྟོང་	NUM
དབྱིངས་	དབྱིངས་	NOUN
གསང་	གསང་	VERB
ཡེ་	ཡེ་	ADV
མོ་	གོ་	PART
། །		PUNCT
སྐལ་ལྡན་	སྐལ་ལྡན་	ADJ
སློབ་མ་	སློབ་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
། །		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
འཁོར་བ་	འཁོར་བ་	NOUN
མ་	མ་	PART
སྟོང་	སྟོང་	NUM
བ་	བ་	NOUN
དུ་	ལ་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
ར་	ལ་	PART
གསོལ་	གསོལ་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
ཅན་	ཅན་	PART
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
དུ་	ལ་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ལ་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་སློབ་	བླ་སློབ་	NO_POS
མི་	མི་	PART
འབྲལ་	འབྲལ་	NO_POS
རྒྱུན་	རྒྱུན་	NOUN
དུ་	ལ་	PART
འགྲོགས་	འགྲོགས་	NO_POS
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
བཤད་སྒྲུབ་	བཤད་སྒྲུབ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ཡུན་	ཡུན་	NOUN
དུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
འོད་གསལ་	འོད་གསལ་	NOUN
རྫོགས་པ་	རྫོགས་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
བདེན་	བདེན་	VERB
སྟོབས་	སྟོབས་	NOUN
ཀྱིས་	གིས་	PART
། །		PUNCT
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབ་	བརླབ་	NO_POS
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ལ་	ལ་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་པོ་	གསུམ་པོ་	NUM
མཁྱེན་	མཁྱེན་	VERB
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
འདི་ཉིད་	འདི་ཉིད་	OTHER
སྐལ་ལྡན་	སྐལ་ལྡན་	ADJ
སློབ་མ་	སློབ་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
མཁན་	མཁན་	PROPN
མུན་སེལ་	མུན་སེལ་	NOUN
གྱིས་	གིས་	PART
གང་	གང་	NO_POS
ཤ་	ཤ་	VERB
དགོངས་པ་	དགོངས་པ་	VERB
འི་	གི་	PART
རྩལ་	རྩལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐོལ་	ཐོལ་	ADV
བྱུང་	བྱུང་	VERB
དུ་	ལ་	PART
སྤེལ་བ་	སྤེལ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དགེ་	དགེ་	NOUN
འོ་	གོ་	PART
"།། །།
༈"		PUNCT
མི་	མི་	PART
འཁྲུགས་པ་	འཁྲུགས་པ་	VERB
འི་	གི་	PART
བསྒོམ་	བསྒོམ་	VERB
བཟླས་	བཟླས་	NO_POS
"།
༄༅། །"		PUNCT
མི་	མི་	PART
འཁྲུགས་པ་	འཁྲུགས་པ་	VERB
འི་	གི་	PART
བསྒོམ་	བསྒོམ་	VERB
བཟླས་	བཟླས་	NO_POS
འདོད་པ་	འདོད་པ་	VERB
ས་	གིས་	PART
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
སྐྱབས་སེམས་	སྐྱབས་སེམས་	NO_POS
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་	སོང་	VERB
རྗེས་	རྗེས་	NOUN
།		PUNCT
ཧཱུྃ་		NON_WORD
།		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
ཞིང་མཆོག་	ཞིང་མཆོག་	OTHER
མངོན་པ་	མངོན་པ་	OTHER
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
། །		PUNCT
